amka,first_name,last_name,age,email,phone_number,hiring_date,personnel_type
10000000474,Anastasia,Ioannou,49,anastasia.ioannou475@yg-eupolis.gr,6918306719,2025-01-03,ADMIN
10000000475,Panagiota,Athanasiou,43,panagiota.athanasiou476@yg-eupolis.gr,6960158517,2019-07-04,ADMIN
10000000476,Dimitris,Pavlidis,26,dimitris.pavlidis477@yg-eupolis.gr,6963461571,2022-10-28,ADMIN
10000000477,Dimitris,Papadopoulos,36,dimitris.papadopoulos478@yg-eupolis.gr,6909376184,2024-03-17,ADMIN
10000000478,Maria,Papadopoulos,45,maria.papadopoulos479@yg-eupolis.gr,6905061387,2025-01-13,ADMIN
10000000479,Stavros,Konstantinou,38,stavros.konstantinou480@yg-eupolis.gr,6910270790,2018-06-12,ADMIN
10000000480,Giorgos,Georgiou,27,giorgos.georgiou481@yg-eupolis.gr,6941792911,2015-07-25,ADMIN
10000000481,Ioanna,Sotiriou,38,ioanna.sotiriou482@yg-eupolis.gr,6913656519,2025-03-30,ADMIN
10000000482,Panagiotis,Lazarou,37,panagiotis.lazarou483@yg-eupolis.gr,6909251142,2022-04-24,ADMIN
10000000483,Stavros,Petrou,34,stavros.petrou484@yg-eupolis.gr,6973902196,2016-07-16,ADMIN
10000000484,Christos,Kostopoulos,29,christos.kostopoulos485@yg-eupolis.gr,6900219467,2015-11-06,ADMIN
10000000485,Dimitris,Athanasiou,41,dimitris.athanasiou486@yg-eupolis.gr,6987632909,2017-01-14,ADMIN
10000000486,Ioanna,Nikolaou,43,ioanna.nikolaou487@yg-eupolis.gr,6956083318,2015-02-23,ADMIN
10000000487,Chrysoula,Sotiriou,58,chrysoula.sotiriou488@yg-eupolis.gr,6983734031,2016-05-07,ADMIN
10000000488,Anastasia,Georgiou,34,anastasia.georgiou489@yg-eupolis.gr,6900543645,2023-03-02,ADMIN
10000000489,Nikos,Theodorou,27,nikos.theodorou490@yg-eupolis.gr,6982207811,2018-04-12,ADMIN
10000000490,Ioanna,Konstantinou,44,ioanna.konstantinou491@yg-eupolis.gr,6963531531,2018-04-27,ADMIN
10000000491,Chrysoula,Dimitriou,48,chrysoula.dimitriou492@yg-eupolis.gr,6931797062,2017-11-06,ADMIN
10000000492,Katerina,Ioannou,47,katerina.ioannou493@yg-eupolis.gr,6927354352,2013-09-20,ADMIN
10000000493,Giannis,Georgiou,31,giannis.georgiou494@yg-eupolis.gr,6977625349,2016-07-08,ADMIN
10000000494,Andreas,Pavlidis,38,andreas.pavlidis495@yg-eupolis.gr,6916873977,2019-04-06,ADMIN
