+------------+--------------+-------------+----------------+
| first_name | last_name    | amka        | personnel_type |
| Anna       | Alexiou      | 10000000964 | ADMIN          |
| Ioanna     | Theodorou    | 10000000965 | ADMIN          |
| Maria      | Konstantinou | 10000000966 | ADMIN          |
| Andreas    | Nikolaou     | 10000000967 | ADMIN          |
| Chrysoula  | Vasiliou     | 10000000968 | ADMIN          |
| Evangelia  | Papadopoulos | 10000000969 | ADMIN          |
| Katerina   | Vasiliou     | 10000000970 | ADMIN          |
| Theodoros  | Georgiou     | 10000000971 | ADMIN          |
| Eleni      | Petrou       | 10000000972 | ADMIN          |
| Maria      | Georgiou     | 10000000973 | ADMIN          |
| Sofia      | Dimitriou    | 10000000974 | ADMIN          |
| Nikos      | Kostopoulos  | 10000000975 | ADMIN          |
| Petros     | Papadopoulos | 10000000976 | ADMIN          |
| Sofia      | Theodorou    | 10000000977 | ADMIN          |
| Dimitris   | Pavlidis     | 10000000978 | ADMIN          |
| Vasilis    | Georgiou     | 10000000979 | ADMIN          |
| Vasiliki   | Athanasiou   | 10000000980 | ADMIN          |
| Christos   | Ioannou      | 10000000981 | ADMIN          |
| Nikos      | Ioannou      | 10000000982 | ADMIN          |
| Anastasia  | Kostopoulos  | 10000000983 | ADMIN          |
| Kostas     | Pavlidis     | 10000000984 | ADMIN          |
| Giannis    | Georgiou     | 10000000985 | ADMIN          |
| Panagiota  | Athanasiou   | 10000000986 | ADMIN          |
| Dimitris   | Ioannou      | 10000000987 | ADMIN          |
| Petros     | Konstantinou | 10000000988 | ADMIN          |
| Natalia    | Lazarou      | 10000000989 | ADMIN          |
| Spyros     | Georgiou     | 10000000990 | ADMIN          |
| Vasiliki   | Pavlidis     | 10000000991 | ADMIN          |
| Dimitra    | Konstantinou | 10000000992 | ADMIN          |
| Panagiotis | Georgiou     | 10000000993 | ADMIN          |
| Vasilis    | Vasiliou     | 10000000994 | ADMIN          |
| Anna       | Pavlidis     | 10000000995 | ADMIN          |
| Theodoros  | Sotiriou     | 10000000996 | ADMIN          |
| Giannis    | Georgiou     | 10000000997 | ADMIN          |
| Spyros     | Vasiliou     | 10000000998 | ADMIN          |
| Nikos      | Alexiou      | 10000000999 | ADMIN          |
| Natalia    | Vasiliou     | 10000001000 | ADMIN          |
| Maria      | Athanasiou   | 10000001001 | ADMIN          |
| Nikos      | Theodorou    | 10000001002 | ADMIN          |
| Ioanna     | Pavlidis     | 10000001003 | ADMIN          |
| Ioanna     | Athanasiou   | 10000001004 | ADMIN          |
| Despoina   | Alexiou      | 10000001005 | ADMIN          |
| Chrysoula  | Alexiou      | 10000001006 | ADMIN          |
| Natalia    | Sotiriou     | 10000001007 | ADMIN          |
| Theodoros  | Ioannou      | 10000001009 | ADMIN          |
| Nikos      | Dimitriou    | 10000001010 | ADMIN          |
| Nikos      | Nikolaou     | 10000001011 | ADMIN          |
| Ioanna     | Konstantinou | 10000001012 | ADMIN          |
| Sofia      | Lazarou      | 10000001013 | ADMIN          |
| Anna       | Vasiliou     | 10000001015 | ADMIN          |
| Panagiota  | Dimitriou    | 10000001020 | ADMIN          |
| Theodoros  | Nikolaou     | 10000001021 | ADMIN          |
| Anna       | Nikolaou     | 10000001022 | ADMIN          |
| Katerina   | Nikolaou     | 10000001023 | ADMIN          |
| Kostas     | Petrou       | 10000001024 | ADMIN          |
| Eleni      | Georgiou     | 10000001025 | ADMIN          |
| Dimitris   | Dimitriou    | 10000001026 | ADMIN          |
| Anna       | Lazarou      | 10000001027 | ADMIN          |
| Eleni      | Petrou       | 10000001028 | ADMIN          |
| Evangelia  | Athanasiou   | 10000001029 | ADMIN          |
| Sofia      | Sotiriou     | 10000001030 | ADMIN          |
| Natalia    | Pavlidis     | 10000001031 | ADMIN          |
| Eleni      | Kostopoulos  | 10000001032 | ADMIN          |
| Natalia    | Athanasiou   | 10000001033 | ADMIN          |
| Anna       | Papadopoulos | 10000001034 | ADMIN          |
| Spyros     | Petrou       | 10000001035 | ADMIN          |
| Andreas    | Athanasiou   | 10000001036 | ADMIN          |
| Chrysoula  | Dimitriou    | 10000001037 | ADMIN          |
| Sofia      | Alexiou      | 10000001038 | ADMIN          |
| Marios     | Theodorou    | 10000001039 | ADMIN          |
| Dimitris   | Pavlidis     | 10000001040 | ADMIN          |
| Theodoros  | Nikolaou     | 10000001041 | ADMIN          |
| Eleni      | Nikolaou     | 10000001042 | ADMIN          |
| Anna       | Georgiou     | 10000001043 | ADMIN          |
| Panagiotis | Lazarou      | 10000001044 | ADMIN          |
| Kostas     | Georgiou     | 10000001045 | ADMIN          |
| Dimitris   | Pavlidis     | 10000001046 | ADMIN          |
| Panagiota  | Papadopoulos | 10000001047 | ADMIN          |
| Theodoros  | Athanasiou   | 10000001048 | ADMIN          |
| Evangelia  | Theodorou    | 10000001049 | ADMIN          |
| Sofia      | Georgiou     | 10000001050 | ADMIN          |
| Petros     | Ioannou      | 10000001051 | ADMIN          |
| Anastasia  | Ioannou      | 10000001052 | ADMIN          |
| Andreas    | Dimitriou    | 10000001053 | ADMIN          |
| Spyros     | Athanasiou   | 10000001054 | ADMIN          |
| Evangelia  | Pavlidis     | 10000001055 | ADMIN          |
| Ioanna     | Sotiriou     | 10000001056 | ADMIN          |
| Marios     | Nikolaou     | 10000001057 | ADMIN          |
| Kostas     | Vasiliou     | 10000001058 | ADMIN          |
| Eleni      | Sotiriou     | 10000001059 | ADMIN          |
| Anna       | Lazarou      | 10000001060 | ADMIN          |
| Katerina   | Sotiriou     | 10000001061 | ADMIN          |
| Evangelia  | Petrou       | 10000001062 | ADMIN          |
| Marios     | Petrou       | 10000001063 | ADMIN          |
| Chrysoula  | Vasiliou     | 10000001064 | ADMIN          |
| Georgia    | Kostopoulos  | 10000001065 | ADMIN          |
| Stavros    | Konstantinou | 10000001066 | ADMIN          |
| Panagiota  | Sotiriou     | 10000001067 | ADMIN          |
| Georgia    | Nikolaou     | 10000001068 | ADMIN          |
| Panagiotis | Nikolaou     | 10000001069 | ADMIN          |
| Andreas    | Athanasiou   | 10000001070 | ADMIN          |
| Stavros    | Nikolaou     | 10000001071 | ADMIN          |
| Chrysoula  | Dimitriou    | 10000001072 | ADMIN          |
| Nikos      | Georgiou     | 10000001073 | ADMIN          |
| Natalia    | Dimitriou    | 10000001074 | ADMIN          |
| Chrysoula  | Petrou       | 10000001075 | ADMIN          |
| Evangelia  | Theodorou    | 10000001076 | ADMIN          |
| Andreas    | Vasiliou     | 10000001077 | ADMIN          |
| Kostas     | Konstantinou | 10000001078 | ADMIN          |
| Katerina   | Georgiou     | 10000001079 | ADMIN          |
| Natalia    | Lazarou      | 10000001080 | ADMIN          |
| Panagiota  | Dimitriou    | 10000001081 | ADMIN          |
| Vasiliki   | Ioannou      | 10000001082 | ADMIN          |
| Kostas     | Pavlidis     | 10000001083 | ADMIN          |
| Andreas    | Georgiou     | 10000001084 | ADMIN          |
| Panagiota  | Ioannou      | 10000001085 | ADMIN          |
| Christos   | Georgiou     | 10000001086 | ADMIN          |
| Panagiotis | Pavlidis     | 10000001087 | ADMIN          |
| Petros     | Ioannou      | 10000001088 | ADMIN          |
| Chrysoula  | Konstantinou | 10000001089 | ADMIN          |
| Christos   | Konstantinou | 10000001090 | ADMIN          |
| Giannis    | Vasiliou     | 10000001091 | ADMIN          |
| Despoina   | Ioannou      | 10000001092 | ADMIN          |
| Katerina   | Konstantinou | 10000001093 | ADMIN          |
| Chrysoula  | Theodorou    | 10000001094 | ADMIN          |
| Panagiota  | Konstantinou | 10000001095 | ADMIN          |
| Stavros    | Dimitriou    | 10000001096 | ADMIN          |
| Spyros     | Ioannou      | 10000001097 | ADMIN          |
| Giorgos    | Athanasiou   | 10000001098 | ADMIN          |
| Panagiota  | Ioannou      | 10000001099 | ADMIN          |
| Andreas    | Papadopoulos | 10000001100 | ADMIN          |
| Vasilis    | Dimitriou    | 10000001101 | ADMIN          |
| Michalis   | Dimitriou    | 10000001102 | ADMIN          |
| Ioanna     | Athanasiou   | 10000001103 | ADMIN          |
| Chrysoula  | Theodorou    | 10000001104 | ADMIN          |
| Giannis    | Papadopoulos | 10000001105 | ADMIN          |
| Anastasia  | Pavlidis     | 10000001106 | ADMIN          |
| Evangelia  | Papadopoulos | 10000001107 | ADMIN          |
| Anna       | Alexiou      | 10000001108 | ADMIN          |
| Anastasia  | Alexiou      | 10000001109 | ADMIN          |
| Georgia    | Papadopoulos | 10000001110 | ADMIN          |
| Chrysoula  | Kostopoulos  | 10000001111 | ADMIN          |
| Maria      | Athanasiou   | 10000001112 | ADMIN          |
| Stavros    | Lazarou      | 10000001113 | ADMIN          |
| Despoina   | Alexiou      | 10000001114 | ADMIN          |
| Anastasia  | Petrou       | 10000001115 | ADMIN          |
| Panagiotis | Alexiou      | 10000001116 | ADMIN          |
| Michalis   | Sotiriou     | 10000001117 | ADMIN          |
| Andreas    | Papadopoulos | 10000001118 | ADMIN          |
| Dimitra    | Athanasiou   | 10000001119 | ADMIN          |
| Christos   | Sotiriou     | 10000001120 | ADMIN          |
| Michalis   | Dimitriou    | 10000001121 | ADMIN          |
| Eleni      | Ioannou      | 10000001122 | ADMIN          |
| Ioanna     | Konstantinou | 10000001123 | ADMIN          |
| Anna       | Kostopoulos  | 10000001124 | ADMIN          |
| Petros     | Sotiriou     | 10000001125 | ADMIN          |
| Sofia      | Konstantinou | 10000001126 | ADMIN          |
| Marios     | Georgiou     | 10000001127 | ADMIN          |
| Giannis    | Konstantinou | 10000001128 | ADMIN          |
| Eleni      | Athanasiou   | 10000001129 | ADMIN          |
| Giannis    | Georgiou     | 10000001130 | ADMIN          |
| Stavros    | Konstantinou | 10000001131 | ADMIN          |
| Anastasia  | Papadopoulos | 10000001132 | ADMIN          |
| Dimitra    | Alexiou      | 10000001133 | ADMIN          |
| Dimitra    | Vasiliou     | 10000001134 | ADMIN          |
| Giannis    | Georgiou     | 10000001135 | ADMIN          |
| Giannis    | Alexiou      | 10000001136 | ADMIN          |
| Dimitris   | Ioannou      | 10000001137 | ADMIN          |
| Kostas     | Athanasiou   | 10000001138 | ADMIN          |
| Kostas     | Athanasiou   | 10000001139 | ADMIN          |
+------------+--------------+-------------+----------------+
