+---------------------+------------+--------------+--------------+-----------------+-----------------------+----------------------+-----------------+-------+
| initial_doctor_amka | first_name | last_name    | doctor_rank  | supervisor_amka | supervisor_first_name | supervisor_last_name | supervisor_rank | level |
| 10000000223         | Spyros     | Alexiou      | CONSULTANT_A | 10000000196     | Dimitris              | Konstantinou         | DIRECTOR        |     2 |
| 10000000225         | Katerina   | Georgiou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     1 |
| 10000000226         | Katerina   | Petrou       | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     1 |
| 10000000227         | Panagiotis | Vasiliou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     1 |
| 10000000228         | Eleni      | Lazarou      | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     1 |
| 10000000229         | Panagiotis | Georgiou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     1 |
| 10000000230         | Andreas    | Alexiou      | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     1 |
| 10000000231         | Nikos      | Papadopoulos | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     1 |
| 10000000232         | Nikos      | Papadopoulos | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     1 |
| 10000000233         | Katerina   | Petrou       | CONSULTANT_B | 10000000225     | Katerina              | Georgiou             | CONSULTANT_A    |     1 |
| 10000000233         | Katerina   | Georgiou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000234         | Theodoros  | Theodorou    | CONSULTANT_B | 10000000227     | Panagiotis            | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000234         | Panagiotis | Vasiliou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000235         | Ioanna     | Alexiou      | CONSULTANT_B | 10000000230     | Andreas               | Alexiou              | CONSULTANT_A    |     1 |
| 10000000235         | Andreas    | Alexiou      | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000236         | Katerina   | Georgiou     | CONSULTANT_B | 10000000232     | Nikos                 | Papadopoulos         | CONSULTANT_A    |     1 |
| 10000000236         | Nikos      | Papadopoulos | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000237         | Nikos      | Ioannou      | CONSULTANT_B | 10000000227     | Panagiotis            | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000237         | Panagiotis | Vasiliou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000238         | Katerina   | Georgiou     | CONSULTANT_B | 10000000232     | Nikos                 | Papadopoulos         | CONSULTANT_A    |     1 |
| 10000000238         | Nikos      | Papadopoulos | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000239         | Ioanna     | Konstantinou | CONSULTANT_B | 10000000227     | Panagiotis            | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000239         | Panagiotis | Vasiliou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000240         | Stavros    | Kostopoulos  | CONSULTANT_B | 10000000225     | Katerina              | Georgiou             | CONSULTANT_A    |     1 |
| 10000000240         | Katerina   | Georgiou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000241         | Georgia    | Theodorou    | RESIDENT     | 10000000231     | Nikos                 | Papadopoulos         | CONSULTANT_A    |     1 |
| 10000000241         | Nikos      | Papadopoulos | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000242         | Nikos      | Vasiliou     | RESIDENT     | 10000000230     | Andreas               | Alexiou              | CONSULTANT_A    |     1 |
| 10000000242         | Andreas    | Alexiou      | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000243         | Maria      | Alexiou      | RESIDENT     | 10000000230     | Andreas               | Alexiou              | CONSULTANT_A    |     1 |
| 10000000243         | Andreas    | Alexiou      | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000244         | Katerina   | Lazarou      | RESIDENT     | 10000000240     | Stavros               | Kostopoulos          | CONSULTANT_B    |     1 |
| 10000000244         | Stavros    | Kostopoulos  | CONSULTANT_B | 10000000225     | Katerina              | Georgiou             | CONSULTANT_A    |     2 |
| 10000000244         | Katerina   | Georgiou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     3 |
| 10000000245         | Michalis   | Dimitriou    | RESIDENT     | 10000000227     | Panagiotis            | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000245         | Panagiotis | Vasiliou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000246         | Kostas     | Vasiliou     | RESIDENT     | 10000000229     | Panagiotis            | Georgiou             | CONSULTANT_A    |     1 |
| 10000000246         | Panagiotis | Georgiou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     2 |
| 10000000247         | Ioanna     | Nikolaou     | RESIDENT     | 10000000238     | Katerina              | Georgiou             | CONSULTANT_B    |     1 |
| 10000000247         | Katerina   | Georgiou     | CONSULTANT_B | 10000000232     | Nikos                 | Papadopoulos         | CONSULTANT_A    |     2 |
| 10000000247         | Nikos      | Papadopoulos | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     3 |
| 10000000248         | Despoina   | Petrou       | RESIDENT     | 10000000238     | Katerina              | Georgiou             | CONSULTANT_B    |     1 |
| 10000000248         | Katerina   | Georgiou     | CONSULTANT_B | 10000000232     | Nikos                 | Papadopoulos         | CONSULTANT_A    |     2 |
| 10000000248         | Nikos      | Papadopoulos | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     3 |
| 10000000249         | Marios     | Kostopoulos  | RESIDENT     | 10000000237     | Nikos                 | Ioannou              | CONSULTANT_B    |     1 |
| 10000000249         | Nikos      | Ioannou      | CONSULTANT_B | 10000000227     | Panagiotis            | Vasiliou             | CONSULTANT_A    |     2 |
| 10000000249         | Panagiotis | Vasiliou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     3 |
| 10000000250         | Evangelia  | Athanasiou   | RESIDENT     | 10000000238     | Katerina              | Georgiou             | CONSULTANT_B    |     1 |
| 10000000250         | Katerina   | Georgiou     | CONSULTANT_B | 10000000232     | Nikos                 | Papadopoulos         | CONSULTANT_A    |     2 |
| 10000000250         | Nikos      | Papadopoulos | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     3 |
| 10000000251         | Despoina   | Nikolaou     | RESIDENT     | 10000000240     | Stavros               | Kostopoulos          | CONSULTANT_B    |     1 |
| 10000000251         | Stavros    | Kostopoulos  | CONSULTANT_B | 10000000225     | Katerina              | Georgiou             | CONSULTANT_A    |     2 |
| 10000000251         | Katerina   | Georgiou     | CONSULTANT_A | 10000000224     | Stavros               | Ioannou              | DIRECTOR        |     3 |
| 10000000253         | Katerina   | Nikolaou     | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     1 |
| 10000000254         | Vasiliki   | Alexiou      | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     1 |
| 10000000255         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     1 |
| 10000000256         | Giorgos    | Theodorou    | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     1 |
| 10000000257         | Marios     | Pavlidis     | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     1 |
| 10000000258         | Andreas    | Dimitriou    | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     1 |
| 10000000259         | Panagiota  | Dimitriou    | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     1 |
| 10000000260         | Petros     | Vasiliou     | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     1 |
| 10000000261         | Michalis   | Georgiou     | CONSULTANT_B | 10000000257     | Marios                | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000261         | Marios     | Pavlidis     | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     2 |
| 10000000262         | Vasiliki   | Kostopoulos  | CONSULTANT_B | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     1 |
| 10000000263         | Natalia    | Konstantinou | CONSULTANT_B | 10000000258     | Andreas               | Dimitriou            | CONSULTANT_A    |     1 |
| 10000000263         | Andreas    | Dimitriou    | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     2 |
| 10000000264         | Nikos      | Vasiliou     | CONSULTANT_B | 10000000255     | Andreas               | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000264         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     2 |
| 10000000265         | Petros     | Petrou       | CONSULTANT_B | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     1 |
| 10000000266         | Nikos      | Sotiriou     | CONSULTANT_B | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     1 |
| 10000000267         | Anastasia  | Sotiriou     | CONSULTANT_B | 10000000258     | Andreas               | Dimitriou            | CONSULTANT_A    |     1 |
| 10000000267         | Andreas    | Dimitriou    | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     2 |
| 10000000268         | Michalis   | Nikolaou     | CONSULTANT_B | 10000000256     | Giorgos               | Theodorou            | CONSULTANT_A    |     1 |
| 10000000268         | Giorgos    | Theodorou    | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     2 |
| 10000000269         | Dimitra    | Sotiriou     | RESIDENT     | 10000000263     | Natalia               | Konstantinou         | CONSULTANT_B    |     1 |
| 10000000269         | Natalia    | Konstantinou | CONSULTANT_B | 10000000258     | Andreas               | Dimitriou            | CONSULTANT_A    |     2 |
| 10000000269         | Andreas    | Dimitriou    | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     3 |
| 10000000270         | Anna       | Nikolaou     | RESIDENT     | 10000000264     | Nikos                 | Vasiliou             | CONSULTANT_B    |     1 |
| 10000000270         | Nikos      | Vasiliou     | CONSULTANT_B | 10000000255     | Andreas               | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000270         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     3 |
| 10000000271         | Chrysoula  | Sotiriou     | RESIDENT     | 10000000262     | Vasiliki              | Kostopoulos          | CONSULTANT_B    |     1 |
| 10000000271         | Vasiliki   | Kostopoulos  | CONSULTANT_B | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     2 |
| 10000000272         | Maria      | Pavlidis     | RESIDENT     | 10000000259     | Panagiota             | Dimitriou            | CONSULTANT_A    |     1 |
| 10000000272         | Panagiota  | Dimitriou    | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     2 |
| 10000000273         | Dimitra    | Alexiou      | RESIDENT     | 10000000268     | Michalis              | Nikolaou             | CONSULTANT_B    |     1 |
| 10000000273         | Michalis   | Nikolaou     | CONSULTANT_B | 10000000256     | Giorgos               | Theodorou            | CONSULTANT_A    |     2 |
| 10000000273         | Giorgos    | Theodorou    | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     3 |
| 10000000274         | Chrysoula  | Theodorou    | RESIDENT     | 10000000253     | Katerina              | Nikolaou             | CONSULTANT_A    |     1 |
| 10000000274         | Katerina   | Nikolaou     | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     2 |
| 10000000275         | Anna       | Nikolaou     | RESIDENT     | 10000000256     | Giorgos               | Theodorou            | CONSULTANT_A    |     1 |
| 10000000275         | Giorgos    | Theodorou    | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     2 |
| 10000000276         | Vasilis    | Georgiou     | RESIDENT     | 10000000264     | Nikos                 | Vasiliou             | CONSULTANT_B    |     1 |
| 10000000276         | Nikos      | Vasiliou     | CONSULTANT_B | 10000000255     | Andreas               | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000276         | Andreas    | Pavlidis     | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     3 |
| 10000000277         | Panagiotis | Lazarou      | RESIDENT     | 10000000267     | Anastasia             | Sotiriou             | CONSULTANT_B    |     1 |
| 10000000277         | Anastasia  | Sotiriou     | CONSULTANT_B | 10000000258     | Andreas               | Dimitriou            | CONSULTANT_A    |     2 |
| 10000000277         | Andreas    | Dimitriou    | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     3 |
| 10000000278         | Natalia    | Athanasiou   | RESIDENT     | 10000000260     | Petros                | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000278         | Petros     | Vasiliou     | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     2 |
| 10000000279         | Theodoros  | Theodorou    | RESIDENT     | 10000000260     | Petros                | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000279         | Petros     | Vasiliou     | CONSULTANT_A | 10000000252     | Maria                 | Papadopoulos         | DIRECTOR        |     2 |
| 10000000281         | Anastasia  | Papadopoulos | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     1 |
| 10000000282         | Michalis   | Athanasiou   | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     1 |
| 10000000283         | Giorgos    | Georgiou     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     1 |
| 10000000284         | Vasilis    | Athanasiou   | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     1 |
| 10000000285         | Giannis    | Sotiriou     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     1 |
| 10000000286         | Giannis    | Athanasiou   | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     1 |
| 10000000287         | Dimitra    | Pavlidis     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     1 |
| 10000000288         | Nikos      | Georgiou     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     1 |
| 10000000289         | Panagiota  | Petrou       | CONSULTANT_B | 10000000287     | Dimitra               | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000289         | Dimitra    | Pavlidis     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000290         | Anna       | Konstantinou | CONSULTANT_B | 10000000282     | Michalis              | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000290         | Michalis   | Athanasiou   | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000291         | Katerina   | Athanasiou   | CONSULTANT_B | 10000000288     | Nikos                 | Georgiou             | CONSULTANT_A    |     1 |
| 10000000291         | Nikos      | Georgiou     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000292         | Chrysoula  | Lazarou      | CONSULTANT_B | 10000000283     | Giorgos               | Georgiou             | CONSULTANT_A    |     1 |
| 10000000292         | Giorgos    | Georgiou     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000293         | Christos   | Papadopoulos | CONSULTANT_B | 10000000287     | Dimitra               | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000293         | Dimitra    | Pavlidis     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000294         | Vasilis    | Petrou       | CONSULTANT_B | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     1 |
| 10000000295         | Stavros    | Theodorou    | CONSULTANT_B | 10000000281     | Anastasia             | Papadopoulos         | CONSULTANT_A    |     1 |
| 10000000295         | Anastasia  | Papadopoulos | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000296         | Vasiliki   | Kostopoulos  | CONSULTANT_B | 10000000281     | Anastasia             | Papadopoulos         | CONSULTANT_A    |     1 |
| 10000000296         | Anastasia  | Papadopoulos | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000297         | Panagiota  | Konstantinou | RESIDENT     | 10000000285     | Giannis               | Sotiriou             | CONSULTANT_A    |     1 |
| 10000000297         | Giannis    | Sotiriou     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000298         | Spyros     | Alexiou      | RESIDENT     | 10000000296     | Vasiliki              | Kostopoulos          | CONSULTANT_B    |     1 |
| 10000000298         | Vasiliki   | Kostopoulos  | CONSULTANT_B | 10000000281     | Anastasia             | Papadopoulos         | CONSULTANT_A    |     2 |
| 10000000298         | Anastasia  | Papadopoulos | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     3 |
| 10000000299         | Marios     | Dimitriou    | RESIDENT     | 10000000294     | Vasilis               | Petrou               | CONSULTANT_B    |     1 |
| 10000000299         | Vasilis    | Petrou       | CONSULTANT_B | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000300         | Dimitris   | Konstantinou | RESIDENT     | 10000000283     | Giorgos               | Georgiou             | CONSULTANT_A    |     1 |
| 10000000300         | Giorgos    | Georgiou     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000301         | Christos   | Theodorou    | RESIDENT     | 10000000283     | Giorgos               | Georgiou             | CONSULTANT_A    |     1 |
| 10000000301         | Giorgos    | Georgiou     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000302         | Theodoros  | Konstantinou | RESIDENT     | 10000000289     | Panagiota             | Petrou               | CONSULTANT_B    |     1 |
| 10000000302         | Panagiota  | Petrou       | CONSULTANT_B | 10000000287     | Dimitra               | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000302         | Dimitra    | Pavlidis     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     3 |
| 10000000303         | Katerina   | Nikolaou     | RESIDENT     | 10000000288     | Nikos                 | Georgiou             | CONSULTANT_A    |     1 |
| 10000000303         | Nikos      | Georgiou     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000304         | Nikos      | Kostopoulos  | RESIDENT     | 10000000292     | Chrysoula             | Lazarou              | CONSULTANT_B    |     1 |
| 10000000304         | Chrysoula  | Lazarou      | CONSULTANT_B | 10000000283     | Giorgos               | Georgiou             | CONSULTANT_A    |     2 |
| 10000000304         | Giorgos    | Georgiou     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     3 |
| 10000000305         | Natalia    | Sotiriou     | RESIDENT     | 10000000283     | Giorgos               | Georgiou             | CONSULTANT_A    |     1 |
| 10000000305         | Giorgos    | Georgiou     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000306         | Georgia    | Dimitriou    | RESIDENT     | 10000000282     | Michalis              | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000306         | Michalis   | Athanasiou   | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     2 |
| 10000000307         | Eleni      | Georgiou     | RESIDENT     | 10000000293     | Christos              | Papadopoulos         | CONSULTANT_B    |     1 |
| 10000000307         | Christos   | Papadopoulos | CONSULTANT_B | 10000000287     | Dimitra               | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000307         | Dimitra    | Pavlidis     | CONSULTANT_A | 10000000280     | Marios                | Alexiou              | DIRECTOR        |     3 |
| 10000000309         | Andreas    | Georgiou     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     1 |
| 10000000310         | Spyros     | Papadopoulos | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     1 |
| 10000000311         | Petros     | Alexiou      | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     1 |
| 10000000312         | Theodoros  | Pavlidis     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     1 |
| 10000000313         | Petros     | Nikolaou     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     1 |
| 10000000314         | Eleni      | Ioannou      | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     1 |
| 10000000315         | Stavros    | Athanasiou   | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     1 |
| 10000000316         | Theodoros  | Nikolaou     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     1 |
| 10000000317         | Anastasia  | Georgiou     | CONSULTANT_B | 10000000314     | Eleni                 | Ioannou              | CONSULTANT_A    |     1 |
| 10000000317         | Eleni      | Ioannou      | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000318         | Vasiliki   | Lazarou      | CONSULTANT_B | 10000000309     | Andreas               | Georgiou             | CONSULTANT_A    |     1 |
| 10000000318         | Andreas    | Georgiou     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000319         | Panagiotis | Petrou       | CONSULTANT_B | 10000000311     | Petros                | Alexiou              | CONSULTANT_A    |     1 |
| 10000000319         | Petros     | Alexiou      | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000320         | Vasiliki   | Dimitriou    | CONSULTANT_B | 10000000315     | Stavros               | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000320         | Stavros    | Athanasiou   | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000321         | Stavros    | Vasiliou     | CONSULTANT_B | 10000000311     | Petros                | Alexiou              | CONSULTANT_A    |     1 |
| 10000000321         | Petros     | Alexiou      | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000322         | Christos   | Lazarou      | CONSULTANT_B | 10000000313     | Petros                | Nikolaou             | CONSULTANT_A    |     1 |
| 10000000322         | Petros     | Nikolaou     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000323         | Kostas     | Lazarou      | CONSULTANT_B | 10000000309     | Andreas               | Georgiou             | CONSULTANT_A    |     1 |
| 10000000323         | Andreas    | Georgiou     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000324         | Vasilis    | Nikolaou     | CONSULTANT_B | 10000000312     | Theodoros             | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000324         | Theodoros  | Pavlidis     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000325         | Evangelia  | Nikolaou     | RESIDENT     | 10000000323     | Kostas                | Lazarou              | CONSULTANT_B    |     1 |
| 10000000325         | Kostas     | Lazarou      | CONSULTANT_B | 10000000309     | Andreas               | Georgiou             | CONSULTANT_A    |     2 |
| 10000000325         | Andreas    | Georgiou     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     3 |
| 10000000326         | Panagiotis | Dimitriou    | RESIDENT     | 10000000316     | Theodoros             | Nikolaou             | CONSULTANT_A    |     1 |
| 10000000326         | Theodoros  | Nikolaou     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000327         | Katerina   | Georgiou     | RESIDENT     | 10000000310     | Spyros                | Papadopoulos         | CONSULTANT_A    |     1 |
| 10000000327         | Spyros     | Papadopoulos | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000328         | Giorgos    | Sotiriou     | RESIDENT     | 10000000315     | Stavros               | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000328         | Stavros    | Athanasiou   | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000329         | Anastasia  | Athanasiou   | RESIDENT     | 10000000323     | Kostas                | Lazarou              | CONSULTANT_B    |     1 |
| 10000000329         | Kostas     | Lazarou      | CONSULTANT_B | 10000000309     | Andreas               | Georgiou             | CONSULTANT_A    |     2 |
| 10000000329         | Andreas    | Georgiou     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     3 |
| 10000000330         | Katerina   | Theodorou    | RESIDENT     | 10000000312     | Theodoros             | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000330         | Theodoros  | Pavlidis     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000331         | Petros     | Vasiliou     | RESIDENT     | 10000000315     | Stavros               | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000331         | Stavros    | Athanasiou   | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     2 |
| 10000000332         | Stavros    | Alexiou      | RESIDENT     | 10000000324     | Vasilis               | Nikolaou             | CONSULTANT_B    |     1 |
| 10000000332         | Vasilis    | Nikolaou     | CONSULTANT_B | 10000000312     | Theodoros             | Pavlidis             | CONSULTANT_A    |     2 |
| 10000000332         | Theodoros  | Pavlidis     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     3 |
| 10000000333         | Evangelia  | Pavlidis     | RESIDENT     | 10000000321     | Stavros               | Vasiliou             | CONSULTANT_B    |     1 |
| 10000000333         | Stavros    | Vasiliou     | CONSULTANT_B | 10000000311     | Petros                | Alexiou              | CONSULTANT_A    |     2 |
| 10000000333         | Petros     | Alexiou      | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     3 |
| 10000000334         | Georgia    | Athanasiou   | RESIDENT     | 10000000318     | Vasiliki              | Lazarou              | CONSULTANT_B    |     1 |
| 10000000334         | Vasiliki   | Lazarou      | CONSULTANT_B | 10000000309     | Andreas               | Georgiou             | CONSULTANT_A    |     2 |
| 10000000334         | Andreas    | Georgiou     | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     3 |
| 10000000335         | Georgia    | Theodorou    | RESIDENT     | 10000000319     | Panagiotis            | Petrou               | CONSULTANT_B    |     1 |
| 10000000335         | Panagiotis | Petrou       | CONSULTANT_B | 10000000311     | Petros                | Alexiou              | CONSULTANT_A    |     2 |
| 10000000335         | Petros     | Alexiou      | CONSULTANT_A | 10000000308     | Ioanna                | Athanasiou           | DIRECTOR        |     3 |
| 10000000337         | Marios     | Ioannou      | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     1 |
| 10000000338         | Panagiotis | Sotiriou     | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     1 |
| 10000000339         | Petros     | Dimitriou    | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     1 |
| 10000000340         | Dimitra    | Vasiliou     | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     1 |
